Transaction ID,Date,Customer ID,Quantity,Poduct ID
558,10/8/2023,CUST558,1,5277
559,1/1/2023,CUST559,4,6296
560,6/5/2023,CUST560,1,6691
561,5/27/2023,CUST561,4,5681
562,4/18/2023,CUST562,2,5286
563,8/9/2023,CUST563,2,3524
564,10/24/2023,CUST564,2,5889
565,11/7/2023,CUST565,2,4091
566,12/2/2023,CUST566,1,1560
567,6/14/2023,CUST567,3,5496
568,8/27/2023,CUST568,1,6851
569,8/15/2023,CUST569,4,1502
570,8/15/2023,CUST570,1,4353
571,12/12/2023,CUST571,1,4979
572,4/20/2023,CUST572,4,4904
573,9/19/2023,CUST573,2,3805
574,8/31/2023,CUST574,2,1621
575,3/28/2023,CUST575,2,2238
576,12/4/2023,CUST576,3,6979
577,2/13/2023,CUST577,4,2071
578,5/26/2023,CUST578,4,1971
579,9/21/2023,CUST579,1,3278
580,12/6/2023,CUST580,3,3121
581,11/21/2023,CUST581,2,5693
582,11/14/2023,CUST582,3,3667
583,6/21/2023,CUST583,4,2491
584,2/17/2023,CUST584,4,3202
585,5/1/2023,CUST585,1,3236
586,12/11/2023,CUST586,1,4848
587,6/8/2023,CUST587,4,3935
588,4/26/2023,CUST588,2,6732
589,4/12/2023,CUST589,2,1576
590,3/17/2023,CUST590,3,2777
591,1/13/2023,CUST591,4,6538
592,1/24/2023,CUST592,4,6922
593,5/6/2023,CUST593,2,4162
594,9/1/2023,CUST594,2,5748
595,11/9/2023,CUST595,4,4178
596,2/7/2023,CUST596,1,1722
597,8/22/2023,CUST597,4,3981
598,8/1/2023,CUST598,4,3830
599,11/19/2023,CUST599,2,2264
600,10/22/2023,CUST600,2,4886
601,4/10/2023,CUST601,1,1955
602,12/23/2023,CUST602,1,1711
603,7/16/2023,CUST603,3,5369
604,9/11/2023,CUST604,4,3050
605,7/24/2023,CUST605,2,5844
606,5/5/2023,CUST606,1,2966
607,3/17/2023,CUST607,3,3277
608,12/2/2023,CUST608,3,1731
609,12/19/2023,CUST609,2,2561
610,1/3/2023,CUST610,2,5163
611,2/24/2023,CUST611,3,6477
612,8/6/2023,CUST612,1,5706
613,4/23/2023,CUST613,3,3006
614,4/1/2023,CUST614,4,3202
615,12/23/2023,CUST615,4,3272
616,9/23/2023,CUST616,2,2980
617,8/26/2023,CUST617,1,2031
618,1/26/2023,CUST618,1,5561
619,10/13/2023,CUST619,4,3060
620,5/8/2023,CUST620,3,2950
621,3/4/2023,CUST621,2,2617
622,8/22/2023,CUST622,3,2703
623,3/10/2023,CUST623,3,2344
624,8/26/2023,CUST624,3,5204
625,12/8/2023,CUST625,1,6592
626,9/29/2023,CUST626,4,6997
627,10/14/2023,CUST627,1,3319
628,11/1/2023,CUST628,4,6038
629,6/12/2023,CUST629,2,6825
630,8/15/2023,CUST630,2,6480
631,11/10/2023,CUST631,3,2897
632,9/16/2023,CUST632,4,6307
633,8/7/2023,CUST633,4,2731
634,10/8/2023,CUST634,4,1959
635,8/17/2023,CUST635,3,2409
636,3/23/2023,CUST636,3,3490
637,9/1/2023,CUST637,2,5780
638,8/19/2023,CUST638,1,6580
639,5/13/2023,CUST639,4,4946
640,5/7/2023,CUST640,4,4560
641,11/23/2023,CUST641,1,2123
642,5/22/2023,CUST642,4,6196
643,9/24/2023,CUST643,3,4989
644,9/6/2023,CUST644,3,4841
645,11/17/2023,CUST645,4,4383
646,5/3/2023,CUST646,3,4601
647,5/21/2023,CUST647,3,6073
648,8/14/2023,CUST648,4,5252
649,2/9/2023,CUST649,2,2193
650,1/1/2024,CUST650,1,2083
651,5/27/2023,CUST651,3,2447
652,5/1/2023,CUST652,2,4642
653,5/20/2023,CUST653,3,2268
654,6/21/2023,CUST654,3,3237
655,6/13/2023,CUST655,1,5296
656,10/4/2023,CUST656,3,3989
657,2/11/2023,CUST657,1,3291
658,3/12/2023,CUST658,1,6591
659,3/19/2023,CUST659,1,6555
660,4/29/2023,CUST660,2,6321
661,7/16/2023,CUST661,4,1719
662,12/22/2023,CUST662,2,2403
663,3/20/2023,CUST663,4,2948
664,12/28/2023,CUST664,4,5693
665,4/20/2023,CUST665,1,5036
666,2/2/2023,CUST666,3,4220
667,8/1/2023,CUST667,1,4041
668,7/28/2023,CUST668,3,3733
669,6/19/2023,CUST669,4,6168
670,10/5/2023,CUST670,1,2836
671,8/27/2023,CUST671,3,5115
672,8/1/2023,CUST672,2,5289
673,2/1/2023,CUST673,3,3471
674,4/16/2023,CUST674,1,4229
675,8/4/2023,CUST675,2,5724
676,7/19/2023,CUST676,3,6721
677,10/27/2023,CUST677,3,2114
678,12/23/2023,CUST678,3,2628
679,1/11/2023,CUST679,3,3390
680,10/22/2023,CUST680,3,5931
681,7/14/2023,CUST681,2,5446
682,9/2/2023,CUST682,4,6369
683,1/4/2023,CUST683,2,2504
684,6/30/2023,CUST684,2,2306
685,6/2/2023,CUST685,2,5213
686,7/19/2023,CUST686,4,3966
687,8/3/2023,CUST687,1,4555
688,10/3/2023,CUST688,4,6506
689,10/7/2023,CUST689,2,3605
690,11/5/2023,CUST690,3,2849
691,4/23/2023,CUST691,3,2985
692,9/7/2023,CUST692,2,2119
693,4/23/2023,CUST693,3,5083
694,5/20/2023,CUST694,2,4592
695,8/12/2023,CUST695,3,5844
696,9/6/2023,CUST696,4,3673
697,1/15/2023,CUST697,1,1952
698,7/19/2023,CUST698,1,2702
699,6/22/2023,CUST699,4,1578
700,12/9/2023,CUST700,4,3613
701,12/14/2023,CUST701,2,3870
702,7/27/2023,CUST702,2,5593
703,3/26/2023,CUST703,2,2350
704,8/28/2023,CUST704,3,2013
705,3/7/2023,CUST705,2,6127
706,11/15/2023,CUST706,4,5036
707,10/1/2023,CUST707,1,2103
708,1/14/2023,CUST708,3,1689
709,7/21/2023,CUST709,2,3893
710,10/31/2023,CUST710,3,5191
711,10/16/2023,CUST711,3,4473
712,12/6/2023,CUST712,2,4417
713,1/14/2023,CUST713,3,1988
714,2/12/2023,CUST714,1,5937
715,11/26/2023,CUST715,4,5905
716,8/8/2023,CUST716,4,1980
717,3/11/2023,CUST717,1,4066
718,8/25/2023,CUST718,3,6105
719,4/4/2023,CUST719,2,3056
720,1/26/2023,CUST720,3,3808
721,5/14/2023,CUST721,1,6335
722,7/14/2023,CUST722,3,3463
723,6/17/2023,CUST723,4,6060
724,4/19/2023,CUST724,3,4075
725,8/21/2023,CUST725,1,5932
726,6/17/2023,CUST726,4,5525
727,6/22/2023,CUST727,3,5222
728,7/14/2023,CUST728,3,4285
729,5/23/2023,CUST729,4,3615
730,8/4/2023,CUST730,2,4927
731,5/10/2023,CUST731,4,6773
732,2/11/2023,CUST732,2,6319
733,8/29/2023,CUST733,1,2757
